apn,address,city,state,zip,owner,phone,email,value,type,dnc,status,mail_addr,mail_zip,beds,baths,sqft,lot_sqft,year_built,years_owned,property_type,lat,lon
7966-020-023,6480 Silver Spur Rd,Palos Verdes Estates,CA,90274,C. Sample,,,2719000,Owner,,new,6480 Silver Spur Rd,90274,4,4,2400,5200,1977,9,Single Family,33.773292,-118.40493
7105-014-023,6412 Vista Del Mar,Rancho Palos Verdes,CA,90275,A. Placeholder,,,2370000,Owner,,new,6412 Vista Del Mar,90275,4,4,2880,6500,1961,0,Single Family,33.730259,-118.374976
7126-023-035,3638 Prospect Ave,Palos Verdes Estates,CA,90274,M. Fixture,,,2349000,Owner,,new,3638 Prospect Ave,90274,3,2,1970,9400,1992,24,Single Family,33.789105,-118.394015
7948-031-033,5296 Crenshaw Blvd,Torrance,CA,90503,F. Stubbs,,,1938000,Owner,,new,5296 Crenshaw Blvd,90503,5,4,4110,13100,1968,13,Single Family,33.837431,-118.352993
7334-023-010,4410 Deep Valley Dr,Palos Verdes Estates,CA,90274,M. Example,,,2591000,Absentee,,new,6661 Main St,90210,4,4,3030,6100,1972,41,Single Family,33.79314,-118.384862
7963-016-071,266 Crenshaw Blvd,Rancho Palos Verdes,CA,90275,M. Dummett,,,1627000,Owner,,new,266 Crenshaw Blvd,90275,4,4,2620,13900,1972,30,Single Family,33.732165,-118.377123
7989-033-001,5664 Vista Del Mar,Rancho Palos Verdes,CA,90275,D. Placeholder,,,1643000,Owner,,new,5664 Vista Del Mar,90275,4,3,2530,9400,1955,19,Single Family,33.739146,-118.380427
7318-008-084,2016 Aviation Blvd,Manhattan Beach,CA,90266,G. Demoworth,,,3684000,Absentee,,new,7307 Ventura Blvd,90210,5,5,4040,9900,1974,30,Single Family,33.901681,-118.41308
7611-030-049,1394 Vista Del Mar,Torrance,CA,90503,B. Demoworth,,,1937000,Owner,,new,1394 Vista Del Mar,90503,5,5,4460,22100,2016,14,Single Family,33.821148,-118.353164
7544-016-096,2010 Deep Valley Dr,Manhattan Beach,CA,90266,L. Placeholder,,,2512000,Owner,,new,2010 Deep Valley Dr,90266,3,3,2050,6100,1995,27,Single Family,33.90147,-118.394523
7416-006-042,2324 Via Campesina,Manhattan Beach,CA,90266,M. Sample,,,2932000,Owner,,new,2324 Via Campesina,90266,4,3,2910,15400,1986,9,Single Family,33.888331,-118.425997
7316-011-095,399 Deep Valley Dr,Torrance,CA,90503,L. Placeholder,,,900000,Owner,,new,399 Deep Valley Dr,90503,2,1,1490,5200,1978,3,Single Family,33.852983,-118.327836
7655-007-077,5910 Calle Mayor,Rancho Palos Verdes,CA,90275,F. Mockton,,,2513000,Absentee,,new,519 Ventura Blvd,90210,5,4,3320,8800,2012,21,Single Family,33.74543,-118.397113
7579-029-011,6516 Silver Spur Rd,Torrance,CA,90503,C. Placeholder,,,1950000,Owner,,new,6516 Silver Spur Rd,90503,5,4,3730,19100,1981,5,Single Family,33.847816,-118.343523
7303-008-056,5622 Highland Ave,Manhattan Beach,CA,90266,J. Dummett,,,3253000,Owner,,new,5622 Highland Ave,90266,3,2,2240,5400,2014,34,Condo,33.901563,-118.421476
7577-037-013,2393 Calle Mayor,Palos Verdes Estates,CA,90274,D. Fixture,,,2920000,Owner,,new,2393 Calle Mayor,90274,4,3,2670,4800,1975,28,Single Family,33.778266,-118.392574
7724-027-080,195 Via Campesina,Torrance,CA,90503,H. Testerman,,,715000,Owner,,new,195 Via Campesina,90503,2,2,1390,6600,1998,0,Single Family,33.82882,-118.331834
7289-003-039,2425 Camino Real,Rolling Hills Estates,CA,90274,K. Fixture,,,2555000,Owner,,new,2425 Camino Real,90274,5,5,4260,23000,1991,4,Condo,33.798356,-118.345751
7821-017-060,620 Vista Del Mar,Palos Verdes Estates,CA,90274,B. Sample,,,2136000,Owner,,new,620 Vista Del Mar,90274,3,2,1650,8900,2007,22,Condo,33.770424,-118.384927
7854-024-027,3847 Prospect Ave,Manhattan Beach,CA,90266,K. Dummett,,,3031000,Owner,,new,3847 Prospect Ave,90266,2,1,1510,5900,1958,13,Single Family,33.882973,-118.39665
7317-030-037,707 Calle Mayor,Palos Verdes Estates,CA,90274,B. Stubbs,,,2762000,Owner,,new,707 Calle Mayor,90274,5,4,3400,9200,1971,7,Single Family,33.769928,-118.395606
7715-017-058,3880 Palos Verdes Dr,Rolling Hills Estates,CA,90274,E. Stubbs,,,2112000,Owner,,new,3880 Palos Verdes Dr,90274,4,4,2630,5600,2018,27,Single Family,33.778014,-118.360674
7252-019-011,4623 Via Campesina,Rolling Hills Estates,CA,90274,M. Fixture,,,1979000,Owner,,new,4623 Via Campesina,90274,2,1,1400,3300,1987,30,Single Family,33.785468,-118.350223
7898-009-043,2949 Via Campesina,Manhattan Beach,CA,90266,E. Example,,,3767000,Owner,,new,2949 Via Campesina,90266,5,4,3480,9100,2009,35,Single Family,33.896295,-118.421015
7383-021-042,2827 Silver Spur Rd,Redondo Beach,CA,90277,A. Sampleton,,,1900000,Absentee,,new,3127 Main St,89109,5,5,3560,15900,1957,18,Single Family,33.839213,-118.401651
7290-017-037,6082 Highland Ave,Redondo Beach,CA,90277,C. Dummett,,,1022000,Owner,,new,6082 Highland Ave,90277,2,1,1270,5200,2008,14,Single Family,33.8568,-118.372855
7878-026-011,4883 Palos Verdes Dr,Torrance,CA,90503,G. Fixture,,,1620000,Owner,,new,4883 Palos Verdes Dr,90503,5,5,3480,12900,1979,2,Single Family,33.828424,-118.356835
7702-007-062,1422 Via Campesina,Manhattan Beach,CA,90266,C. Fixture,,,2805000,Owner,,new,1422 Via Campesina,90266,2,1,1530,4600,2001,8,Single Family,33.879462,-118.420992
7277-019-059,6164 Vista Del Mar,Rolling Hills Estates,CA,90274,C. Stubbs,,,1942000,Owner,,new,6164 Vista Del Mar,90274,4,3,2970,9500,1956,19,Single Family,33.779506,-118.352887
7403-029-059,2467 Crenshaw Blvd,Redondo Beach,CA,90277,D. Testerman,,,1966000,Absentee,,new,232 Ventura Blvd,94105,5,4,4480,16100,2000,33,Single Family,33.865666,-118.405573
7858-021-078,287 Esplanade,Rancho Palos Verdes,CA,90275,B. Sampleton,,,1669000,Owner,,new,287 Esplanade,90275,4,3,2420,11400,2010,24,Single Family,33.728247,-118.378197
7519-034-074,3294 Aviation Blvd,Torrance,CA,90503,C. Stubbs,,,2240000,Owner,,new,3294 Aviation Blvd,90503,5,4,4260,20100,1968,5,Single Family,33.818657,-118.336709
7143-031-072,4999 Via Campesina,Rancho Palos Verdes,CA,90275,G. Sampleton,,,1547000,Absentee,,new,5234 Main St,90210,3,2,2120,11300,1995,6,Single Family,33.732936,-118.398747
7296-001-031,4030 Calle Mayor,Manhattan Beach,CA,90266,M. Testerman,,,4622000,Owner,,new,4030 Calle Mayor,90266,5,5,4360,13100,1979,38,Single Family,33.898282,-118.407974
7787-017-005,738 Silver Spur Rd,Rolling Hills Estates,CA,90274,A. Stubbs,,,2402000,Absentee,,new,3546 Ventura Blvd,89109,4,3,2550,6100,1971,36,Single Family,33.795417,-118.368605
7454-008-023,282 Camino Real,Rancho Palos Verdes,CA,90275,K. Example,,,2472000,Owner,,new,282 Camino Real,90275,4,3,3140,5400,2011,24,Single Family,33.740081,-118.383074
7466-012-002,2812 Silver Spur Rd,Rancho Palos Verdes,CA,90275,M. Stubbs,,,1258000,Absentee,,new,6438 Ventura Blvd,90210,3,2,1820,4900,2008,24,Single Family,33.750547,-118.390677
7317-013-051,4914 Aviation Blvd,Manhattan Beach,CA,90266,L. Dummett,,,3688000,Owner,,new,4914 Aviation Blvd,90266,5,5,3990,6500,1966,36,Single Family,33.892485,-118.424623
7911-017-084,5020 Highland Ave,Rancho Palos Verdes,CA,90275,E. Testerman,,,1571000,Absentee,,new,7351 Main St,94105,2,2,1350,5700,1994,3,Single Family,33.734171,-118.374766
7532-030-016,1301 Deep Valley Dr,Rancho Palos Verdes,CA,90275,K. Dummett,,,1216000,Owner,,new,1301 Deep Valley Dr,90275,2,1,1280,3900,2010,30,Single Family,33.749156,-118.374485
7336-023-067,4344 Anza Ave,Rancho Palos Verdes,CA,90275,F. Placeholder,,,1671000,Owner,,new,4344 Anza Ave,90275,3,2,2180,10600,1978,5,Single Family,33.747541,-118.386007
7558-027-096,621 Deep Valley Dr,Torrance,CA,90503,F. Fixture,,,940000,Owner,,new,621 Deep Valley Dr,90503,4,4,2310,10900,1953,22,Single Family,33.848801,-118.335849
7721-007-094,622 Highland Ave,Manhattan Beach,CA,90266,B. Mockton,,,3276000,Owner,,new,622 Highland Ave,90266,5,5,4660,9600,2002,35,Single Family,33.876862,-118.414209
7467-029-089,5011 Silver Spur Rd,Torrance,CA,90503,J. Sample,,,938000,Owner,,new,5011 Silver Spur Rd,90503,3,2,2180,6700,1992,13,Single Family,33.819656,-118.333557
